"[ 1.          3.          0.          0.          1.          1.
  1.          1.          0.14852918  0.86860829  0.34889845  0.65793175
  0.67355725  0.75347489  0.19813455  0.45469356  3.         36.
 22.         29.         33.         24.          6.          0.
  0.         13.         20.          8.         15.         14.
  4.         11.          5.         35.         26.         32.
 31.         23.          7.         10.         28.          2.
 34.         27.         25.         37.         12.          9.
  1.         30.         19.         21.         18.        ]";"[ 1.          3.          0.          0.          1.          1.
  1.          1.          0.14852918  0.86860829  0.34889845  0.65793175
  0.67355725  0.75347489  0.19813455  0.45469356 19.         26.
 37.         31.         20.         12.         30.          0.
  4.         33.         23.         16.         17.         18.
 13.         29.         36.         35.         25.          2.
 21.         11.          8.          1.         22.          3.
  6.         10.          9.         28.         32.         14.
 27.         15.         34.          5.          7.        ]";"[ 1.          3.          0.          0.          1.          1.
  1.          1.          0.14852918  0.86860829  0.34889845  0.65793175
  0.67355725  0.75347489  0.19813455  0.45469356 18.          4.
  2.          6.         14.         16.         35.          0.
  0.         10.         12.          7.         13.         26.
 23.         15.         24.         21.         30.         19.
 28.         32.         27.         34.         29.          5.
  8.         33.          9.         20.         17.         31.
 37.         22.          1.         11.         36.        ]";"[ 1.          3.          0.          0.          1.          1.
  1.          1.          0.14852918  0.86860829  0.34889845  0.65793175
  0.67355725  0.75347489  0.19813455  0.45469356  4.          7.
 32.          5.         33.         17.         28.          0.
  0.          1.          8.         13.         27.          6.
 31.         14.         34.         21.         35.         15.
 18.         19.          2.         37.         12.         25.
  3.          9.         26.         36.         30.         10.
 23.         20.         11.         16.         29.        ]";"[ 1.          3.          0.          0.          1.          1.
  1.          1.          0.14852918  0.86860829  0.34889845  0.65793175
  0.67355725  0.75347489  0.19813455  0.45469356 20.          2.
 18.         19.         10.         11.         26.          0.
  4.         22.         37.         30.         34.         17.
 21.         24.          3.         28.         12.         29.
 14.         36.         25.         31.         15.         32.
  6.          9.         16.         33.          8.         13.
 27.         23.          7.          1.          5.        ]";"[ 1.          3.          0.          0.          1.          1.
  1.          1.          0.14852918  0.86860829  0.34889845  0.65793175
  0.67355725  0.75347489  0.19813455  0.45469356  1.          5.
 19.         26.          6.         14.         15.          0.
  7.         11.          9.          4.         34.         12.
 18.         20.         32.          3.         36.         24.
 33.         29.         27.         25.         23.         37.
 10.          8.          2.         35.         21.         17.
 22.         16.         13.         28.         30.        ]"
"[ 0.          3.          3.          4.          1.          1.
  1.          1.          0.1143335   0.99027052  0.61030817  0.54980556
  0.25275002  0.50937044  0.19374106  0.76765104 11.          1.
 29.          4.          0.         25.         33.          8.
 28.          0.          3.         14.         24.          6.
 31.         23.         19.          5.         21.         12.
 35.         27.         34.          2.         17.          0.
  0.         16.         37.          0.          0.          0.
  0.         10.          0.         36.         22.        ]";"[ 0.          3.          3.          4.          1.          1.
  1.          1.          0.1143335   0.99027052  0.61030817  0.54980556
  0.25275002  0.50937044  0.19374106  0.76765104  5.          8.
 24.         10.          0.         31.         12.         16.
  3.          0.         19.         23.         20.         30.
 21.         25.         27.         14.         17.          6.
 28.          9.          1.         34.          2.          0.
  0.         18.         33.         29.          0.          0.
  0.          0.          0.         26.         37.        ]";"[ 0.          3.          3.          4.          1.          1.
  1.          1.          0.1143335   0.99027052  0.61030817  0.54980556
  0.25275002  0.50937044  0.19374106  0.76765104 36.         13.
 20.         15.          0.         25.         33.          7.
  0.          0.         10.          6.         14.         16.
 35.         28.          9.         19.         29.         22.
 30.         17.         32.         26.         27.          0.
  0.         31.         11.          8.         37.          0.
  0.         21.          4.          2.         18.        ]";"[ 0.          3.          3.          4.          1.          1.
  1.          1.          0.1143335   0.99027052  0.61030817  0.54980556
  0.25275002  0.50937044  0.19374106  0.76765104 24.         25.
 11.         20.          0.          9.         13.         16.
 26.          0.          4.         37.          5.         33.
 17.         28.         18.         23.         22.          1.
  3.         35.         10.          8.         30.          0.
  0.          2.         14.          0.          0.          0.
  0.         21.          0.          7.         32.        ]";"[ 0.          3.          3.          4.          1.          1.
  1.          1.          0.1143335   0.99027052  0.61030817  0.54980556
  0.25275002  0.50937044  0.19374106  0.76765104 34.         12.
 13.         22.          0.         35.         30.          5.
  0.          0.         15.         19.         10.         11.
 26.         14.          6.         31.          8.         36.
 25.          4.         21.          9.          1.          0.
  0.         23.          0.          0.          0.          3.
  0.         27.          2.         18.         20.        ]";"[ 0.          3.          3.          4.          1.          1.
  1.          1.          0.1143335   0.99027052  0.61030817  0.54980556
  0.25275002  0.50937044  0.19374106  0.76765104  2.         32.
 30.         28.          0.         29.          4.         31.
 22.          0.         19.         26.          6.         14.
 15.         17.         10.          8.         36.         24.
 21.          9.         33.         27.         23.          0.
  0.          3.         11.         12.          7.          0.
  0.         18.          0.          1.          5.        ]"
"[ 4.          4.          4.          3.          1.          1.
  1.          1.          0.76765104  0.80451263  0.          0.34889845
  0.06109413  0.85273294  0.59543651  0.96475778 11.          1.
  0.          0.          0.          0.          0.          0.
  0.         19.         29.          4.          3.         33.
 24.         25.          8.          0.          0.         16.
 37.         34.         14.          0.         28.         27.
  5.          7.         22.         10.         20.         36.
 12.          2.          9.         18.          0.        ]";"[ 4.          4.          4.          3.          1.          1.
  1.          1.          0.76765104  0.80451263  0.          0.34889845
  0.06109413  0.85273294  0.59543651  0.96475778  5.          8.
  0.          0.          0.          0.          0.          0.
 21.         30.         24.         10.         19.         31.
 20.         12.         16.          0.          0.         18.
 34.         28.         33.         29.          0.         25.
 37.         35.         15.         23.         27.          6.
 11.         32.          3.          1.          0.        ]";"[ 4.          4.          4.          3.          1.          1.
  1.          1.          0.76765104  0.80451263  0.          0.34889845
  0.06109413  0.85273294  0.59543651  0.96475778 36.         13.
  0.          0.          0.          0.          0.          0.
 27.          7.         20.         15.         18.          6.
 14.         25.         33.          0.          0.          4.
 29.         31.         11.          8.         37.         21.
 34.         32.         22.         28.         26.         35.
 17.          3.          0.          0.         16.        ]";"[ 4.          4.          4.          3.          1.          1.
  1.          1.          0.76765104  0.80451263  0.          0.34889845
  0.06109413  0.85273294  0.59543651  0.96475778 24.         25.
  0.          0.          0.          0.          0.          0.
  0.          9.         11.         20.          4.          5.
 33.         13.          0.          0.          2.         26.
 22.         14.         18.          0.         17.         30.
 32.         36.         12.         23.          6.          7.
 27.         37.         28.         16.          0.        ]";"[ 4.          4.          4.          3.          1.          1.
  1.          1.          0.76765104  0.80451263  0.          0.34889845
  0.06109413  0.85273294  0.59543651  0.96475778 34.         12.
  0.          0.          0.          0.          0.          0.
  2.          5.         13.         22.         20.         19.
 10.         35.         30.          0.          0.         15.
  4.          8.         23.          0.         11.          6.
 33.         31.         27.         17.         16.         26.
 37.          0.          0.         25.         18.        ]";"[ 4.          4.          4.          3.          1.          1.
  1.          1.          0.76765104  0.80451263  0.          0.34889845
  0.06109413  0.85273294  0.59543651  0.96475778  2.         32.
  0.          0.          0.          0.          0.          0.
  0.         19.         30.         28.          1.         26.
 29.          4.          0.          0.          8.          3.
 11.         12.          7.         33.         31.          9.
 34.         16.         27.          5.         20.         17.
 13.          6.         22.          0.          0.        ]"
"[ 4.          0.          4.          4.          1.          1.
  1.          1.          0.65793175  0.67355725  0.75347489  0.66406675
  0.76765104  0.61030817  0.65793175  0.19813455 11.          1.
 29.          4.          0.          0.         36.         22.
  3.         14.         19.          6.          5.         12.
 24.         17.         23.         10.          8.         20.
 37.         30.         26.          0.          0.          0.
  0.          0.          0.          0.         25.         33.
 31.         34.         16.         13.         28.        ]";"[ 4.          0.          4.          4.          1.          1.
  1.          1.          0.65793175  0.67355725  0.75347489  0.66406675
  0.76765104  0.61030817  0.65793175  0.19813455  5.          8.
 24.         10.          0.          0.         26.         37.
 19.         23.         30.         28.          9.         22.
  3.         18.         15.         27.         33.         17.
 20.          7.          0.          0.          0.          0.
  0.          0.          0.         31.         12.         34.
  6.         21.         29.         16.         25.        ]";"[ 4.          0.          4.          4.          1.          1.
  1.          1.          0.65793175  0.67355725  0.75347489  0.66406675
  0.76765104  0.61030817  0.65793175  0.19813455 36.         13.
 20.         15.          0.          0.          4.          2.
 18.         10.          7.         30.         35.         14.
  9.         17.         23.         27.          1.         24.
 33.         29.         22.          3.         26.          0.
  0.          0.          0.          0.          0.         25.
  6.         31.         16.         21.         11.        ]";"[ 4.          0.          4.          4.          1.          1.
  1.          1.          0.65793175  0.67355725  0.75347489  0.66406675
  0.76765104  0.61030817  0.65793175  0.19813455 24.         25.
 11.         20.          0.          0.          7.         32.
  4.         37.          9.         35.         10.         33.
 31.         14.          1.         16.         34.         22.
 26.         36.         19.         12.          0.          0.
  0.          0.         13.         18.          5.         17.
 29.          3.         21.         30.         15.        ]";"[ 4.          0.          4.          4.          1.          1.
  1.          1.          0.65793175  0.67355725  0.75347489  0.66406675
  0.76765104  0.61030817  0.65793175  0.19813455 34.         12.
 13.         22.          0.          0.          2.         18.
 20.         15.          5.         10.         36.         37.
 21.          9.         14.         24.          7.         29.
 31.         17.          0.          0.          0.          0.
  0.          0.          0.         35.         30.         19.
 32.         11.          3.         28.         23.        ]";"[ 4.          0.          4.          4.          1.          1.
  1.          1.          0.65793175  0.67355725  0.75347489  0.66406675
  0.76765104  0.61030817  0.65793175  0.19813455  2.         32.
 30.         28.          0.          0.          1.          5.
 19.         31.         24.         21.          4.          3.
 25.         23.         14.         10.         18.         15.
  8.         37.         33.          0.          0.          0.
  0.          0.          0.          0.         29.         20.
 11.         26.          6.         16.         17.        ]"
"[ 1.          0.          2.          0.          1.          1.
  1.          1.          0.06109413  0.7072165   0.80451263  0.
  0.85273294  0.59543651  0.96475778  0.34889845 36.          4.
 31.         33.         29.         24.          6.         18.
 25.         22.          3.         34.         16.          0.
  0.         13.         28.         26.         19.         11.
  1.          0.          0.          8.         15.         14.
  0.          7.         30.         20.          0.          0.
  0.          0.          0.          0.          0.        ]";"[ 1.          0.          2.          0.          1.          1.
  1.          1.          0.06109413  0.7072165   0.80451263  0.
  0.85273294  0.59543651  0.96475778  0.34889845 26.          5.
 34.          6.         19.         31.         20.         12.
 30.         37.         28.         21.         29.          0.
  0.         16.         22.          9.         18.          8.
  0.          4.         33.         17.          1.          3.
 13.          7.         24.         10.          0.          0.
  0.          0.          0.          0.          0.        ]";"[ 1.          0.          2.          0.          1.          1.
  1.          1.          0.06109413  0.7072165   0.80451263  0.
  0.85273294  0.59543651  0.96475778  0.34889845  4.          6.
 25.         31.         18.         14.         16.         35.
 28.          2.         21.         26.         11.          0.
  0.         17.         20.         34.          7.         36.
 13.         30.          0.          0.         10.         23.
 15.         24.          0.          0.         29.          3.
  1.         32.          0.          0.          0.        ]";"[ 1.          0.          2.          0.          1.          1.
  1.          1.          0.06109413  0.7072165   0.80451263  0.
  0.85273294  0.59543651  0.96475778  0.34889845  7.         33.
 18.         35.          4.          5.         17.         28.
 10.         32.         29.         16.         36.          0.
  0.          3.         26.         25.          9.          2.
 24.          0.          0.          1.         13.         27.
  0.          6.         19.         15.         14.         12.
 11.         20.          0.          0.          0.        ]";"[ 1.          0.          2.          0.          1.          1.
  1.          1.          0.06109413  0.7072165   0.80451263  0.
  0.85273294  0.59543651  0.96475778  0.34889845  2.         19.
 32.         22.         20.         10.         11.         26.
 14.         18.         34.          3.         24.          0.
  0.         15.          1.         28.          5.         13.
 12.          0.          4.         30.         17.         21.
 37.         29.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]";"[ 1.          0.          2.          0.          1.          1.
  1.          1.          0.06109413  0.7072165   0.80451263  0.
  0.85273294  0.59543651  0.96475778  0.34889845  1.         35.
 20.         11.         19.         26.          6.         14.
 15.          5.         16.         17.          8.          0.
  0.         32.         27.          7.          2.         24.
  0.         34.         12.         23.         10.          4.
 18.         21.         33.          9.         30.         28.
  0.          0.          0.          0.          0.        ]"
"[ 1.          4.          0.          4.          1.          1.
  1.          1.          0.67355725  0.76765104  0.59543651  0.1143335
  0.94716172  0.93297087  0.65793175  0.96475778 36.         22.
  3.         14.         29.         33.         24.          6.
  0.          0.         13.          8.         15.          4.
 11.          5.         20.          9.         34.         25.
 37.         21.         12.         18.         35.         26.
 32.         31.         23.          7.         10.         19.
 16.          1.          0.          0.         30.        ]";"[ 1.          4.          0.          4.          1.          1.
  1.          1.          0.67355725  0.76765104  0.59543651  0.1143335
  0.94716172  0.93297087  0.65793175  0.96475778 26.         37.
 19.         23.         31.         20.         12.         30.
  0.          4.         33.         16.         17.         18.
 13.         29.         22.          6.         32.          9.
 28.         27.         15.         10.         36.         35.
 25.          2.         21.         11.          8.          1.
  5.          0.          0.          3.         34.        ]";"[ 1.          4.          0.          4.          1.          1.
  1.          1.          0.67355725  0.76765104  0.59543651  0.1143335
  0.94716172  0.93297087  0.65793175  0.96475778  4.          2.
 18.         10.          6.         14.         16.         35.
  0.          0.          7.         13.         26.         23.
 15.         24.         12.          8.         17.         20.
  1.         11.         22.         31.         21.         30.
 19.         28.         32.         27.         34.         36.
  0.          0.         37.          5.         33.        ]";"[ 1.          4.          0.          4.          1.          1.
  1.          1.          0.67355725  0.76765104  0.59543651  0.1143335
  0.94716172  0.93297087  0.65793175  0.96475778  7.         32.
  4.         37.          5.         33.         17.         28.
  0.          0.          1.         13.         27.          6.
 31.         14.          8.          0.         30.         36.
 11.         10.          3.         16.         34.         21.
 35.         15.         18.         19.          2.          9.
 24.         25.          0.          0.         29.        ]";"[ 1.          4.          0.          4.          1.          1.
  1.          1.          0.67355725  0.76765104  0.59543651  0.1143335
  0.94716172  0.93297087  0.65793175  0.96475778  2.         18.
 20.         15.         19.         10.         11.         26.
  0.          4.         22.         30.         34.         17.
 21.         24.         23.         37.          7.         33.
  1.          9.         32.         27.          3.         28.
 12.         29.         14.         36.         25.         31.
  5.         13.          0.          0.          6.        ]";"[ 1.          4.          0.          4.          1.          1.
  1.          1.          0.67355725  0.76765104  0.59543651  0.1143335
  0.94716172  0.93297087  0.65793175  0.96475778  1.          5.
 19.         31.         26.          6.         14.         15.
  0.          7.         11.          4.         34.         12.
 18.         20.         16.          9.         10.         13.
 35.         21.         28.         22.         32.          3.
 36.         24.         33.         29.         27.         25.
  8.          2.          0.          0.         23.        ]"
"[ 1.          4.          0.          4.          1.          1.
  1.          1.          0.17512449  0.1143335   0.45469356  0.19813455
  0.          0.1143335   0.45469356  0.67355725 36.         22.
  3.         14.         29.         33.         24.          6.
  0.          0.         19.         16.         37.          1.
  0.          0.          0.          0.         13.          8.
 15.          4.         11.          5.         20.          9.
 34.         25.          0.          0.         28.         27.
 10.          2.         17.         30.         35.        ]";"[ 1.          4.          0.          4.          1.          1.
  1.          1.          0.17512449  0.1143335   0.45469356  0.19813455
  0.          0.1143335   0.45469356  0.67355725 26.         37.
 19.         23.         31.         20.         12.         30.
 24.         10.          0.          0.         34.         28.
 21.          0.          0.          4.         33.         16.
 17.         18.         13.         29.         22.          6.
 32.          9.          0.          0.         27.          0.
 25.         35.          7.         14.          2.        ]";"[ 1.          4.          0.          4.          1.          1.
  1.          1.          0.17512449  0.1143335   0.45469356  0.19813455
  0.          0.1143335   0.45469356  0.67355725  4.          2.
 18.         10.          6.         14.         16.         35.
  0.          0.         29.         31.         11.         37.
  0.          0.          0.          0.          7.         13.
 26.         23.         15.         24.         12.          8.
 17.         20.         36.         21.         22.         28.
  9.         25.         34.         32.          3.        ]";"[ 1.          4.          0.          4.          1.          1.
  1.          1.          0.17512449  0.1143335   0.45469356  0.19813455
  0.          0.1143335   0.45469356  0.67355725  7.         32.
  4.         37.          5.         33.         17.         28.
 11.         20.          0.          0.          9.          2.
 26.         22.          0.          0.          1.         13.
 27.          6.         31.         14.          8.          0.
 30.         36.         25.         18.          0.          0.
  0.          0.         21.         23.         12.        ]";"[ 1.          4.          0.          4.          1.          1.
  1.          1.          0.17512449  0.1143335   0.45469356  0.19813455
  0.          0.1143335   0.45469356  0.67355725  2.         18.
 20.         15.         19.         10.         11.         26.
 13.          0.          0.          5.          8.          0.
  0.          0.          0.          4.         22.         30.
 34.         17.         21.         24.         23.         37.
  7.         33.          3.          0.         27.          6.
 31.         35.         14.         36.         12.        ]";"[ 1.          4.          0.          4.          1.          1.
  1.          1.          0.17512449  0.1143335   0.45469356  0.19813455
  0.          0.1143335   0.45469356  0.67355725  1.          5.
 19.         31.         26.          6.         14.         15.
 30.         28.          0.          0.          8.          3.
 24.         33.          0.          7.         11.          4.
 34.         12.         18.         20.         16.          9.
 10.         13.          0.          0.         29.         36.
 27.         21.         35.         37.         32.        ]"
"[ 0.          0.          3.          0.          0.          0.
  1.          1.          0.1143335   0.47259936  0.94716172  0.61287187
  0.81261246  0.25275002  0.50937044  0.19374106 25.         33.
  8.         28.         11.          1.         29.          4.
  0.          0.         36.         22.          3.         14.
 24.          6.         31.         23.         19.          5.
 21.         12.         35.         27.         34.          2.
 17.          0.          0.         16.         37.          0.
  0.          0.          0.         10.         20.        ]";"[ 0.          0.          3.          0.          0.          0.
  1.          1.          0.1143335   0.47259936  0.94716172  0.61287187
  0.81261246  0.25275002  0.50937044  0.19374106 31.         12.
 16.          3.          5.          8.         24.         10.
  0.          0.         26.         37.         19.         23.
 20.         30.         21.         25.         27.         14.
 17.          6.         28.          9.          1.         34.
  2.          0.          0.         18.         33.         29.
  0.          0.          0.          0.         35.        ]";"[ 0.          0.          3.          0.          0.          0.
  1.          1.          0.1143335   0.47259936  0.94716172  0.61287187
  0.81261246  0.25275002  0.50937044  0.19374106 25.         33.
  7.         20.         36.         13.         15.          0.
  0.          4.          2.         18.         10.          6.
 14.         16.         35.         28.          9.         19.
 29.         22.         30.         17.         32.         26.
 27.          0.          0.         31.         11.          8.
 37.          0.          0.         21.         24.        ]";"[ 0.          0.          3.          0.          0.          0.
  1.          1.          0.1143335   0.47259936  0.94716172  0.61287187
  0.81261246  0.25275002  0.50937044  0.19374106  9.         13.
 16.         26.         24.         25.         11.         20.
  0.          0.          7.         32.          4.         37.
  5.         33.         17.         28.         18.         23.
 22.          1.          3.         35.         10.          8.
 30.          0.          0.          2.         14.          0.
  0.          0.          0.         21.          6.        ]";"[ 0.          0.          3.          0.          0.          0.
  1.          1.          0.1143335   0.47259936  0.94716172  0.61287187
  0.81261246  0.25275002  0.50937044  0.19374106 35.         30.
  5.         13.         34.         12.         22.          0.
  0.          2.         18.         20.         15.         19.
 10.         11.         26.         14.          6.         31.
  8.         36.         25.          4.         21.          9.
  1.          0.          0.         23.          0.          0.
  0.          3.          0.         27.         37.        ]";"[ 0.          0.          3.          0.          0.          0.
  1.          1.          0.1143335   0.47259936  0.94716172  0.61287187
  0.81261246  0.25275002  0.50937044  0.19374106 29.          4.
 31.         22.          2.         32.         30.         28.
  0.          0.          1.          5.         19.         26.
  6.         14.         15.         17.         10.          8.
 36.         24.         21.          9.         33.         27.
 23.          0.          0.          3.         11.         12.
  7.          0.          0.         18.         35.        ]"
"[ 3.          3.          3.          4.          1.          1.
  1.          1.          0.94716172  0.1143335   0.45469356  0.93297087
  0.61030817  0.19813455  0.          0.67355725  9.         36.
 22.         33.          0.          0.         19.         16.
  0.          0.          0.          0.         13.          8.
 15.          4.          5.         11.          3.         14.
  1.         29.          0.          0.          0.          0.
  0.          0.          0.         31.         23.         24.
 25.          6.         37.         12.         20.        ]";"[ 3.          3.          3.          4.          1.          1.
  1.          1.          0.94716172  0.1143335   0.45469356  0.93297087
  0.61030817  0.19813455  0.          0.67355725 24.         26.
 37.         20.         10.          0.          0.         34.
 21.          0.          0.          4.         33.         16.
 17.         18.         13.          5.         19.         23.
  8.         11.          0.          0.          0.          0.
  0.          0.          0.         31.         30.         12.
 28.         32.         14.         15.         29.        ]";"[ 3.          3.          3.          4.          1.          1.
  1.          1.          0.94716172  0.1143335   0.45469356  0.93297087
  0.61030817  0.19813455  0.          0.67355725 31.          4.
  2.          6.         14.         16.         35.          0.
  0.         29.         11.         37.          0.          0.
  0.          0.          7.         36.         18.         10.
 13.         32.          0.          0.          0.          0.
  0.          0.          0.          0.         27.         34.
 33.          9.         20.         17.         26.        ]";"[ 3.          3.          3.          4.          1.          1.
  1.          1.          0.94716172  0.1143335   0.45469356  0.93297087
  0.61030817  0.19813455  0.          0.67355725 11.          7.
 32.         33.         17.          0.          0.          9.
 26.         22.          0.          0.          1.         27.
  6.         31.         14.         24.          4.         37.
 25.          2.          0.          0.          0.          0.
  0.          0.          0.         13.         28.          5.
 30.         10.         20.         19.          8.        ]";"[ 3.          3.          3.          4.          1.          1.
  1.          1.          0.94716172  0.1143335   0.45469356  0.93297087
  0.61030817  0.19813455  0.          0.67355725 18.         19.
 10.         11.         26.          0.          0.          5.
  0.          0.          0.          0.         22.         30.
 17.         21.         24.         34.         20.         15.
 12.         25.          0.          0.          0.          0.
  0.          0.          0.          0.          4.          2.
 16.         33.          8.         13.         23.        ]";"[ 3.          3.          3.          4.          1.          1.
  1.          1.          0.94716172  0.1143335   0.45469356  0.93297087
  0.61030817  0.19813455  0.          0.67355725 35.          5.
 14.         15.         30.         28.          0.          0.
  3.         24.          0.          7.         11.          4.
 34.         12.         18.          2.          1.         31.
 32.          6.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         27.
 26.          8.         33.         19.         20.        ]"
"[ 1.          0.          0.          4.          1.          1.
  1.          1.          0.67355725  0.76765104  0.59543651  0.1143335
  0.8481843   0.61030817  0.65793175  0.19813455  3.         14.
 11.          1.         29.          0.          0.          0.
  0.          0.         33.         31.          7.         28.
 23.         34.          0.          0.         26.          0.
  0.          0.          0.          6.         37.         12.
  9.         30.         22.          0.         19.         36.
  5.          4.         24.         17.         10.        ]";"[ 1.          0.          0.          4.          1.          1.
  1.          1.          0.67355725  0.76765104  0.59543651  0.1143335
  0.8481843   0.61030817  0.65793175  0.19813455 19.         23.
  5.          8.         11.          0.          0.          0.
  0.          0.         29.         25.         21.         12.
 30.          1.          0.          0.         13.         24.
  0.          0.          0.         28.         32.         14.
 15.          0.         16.          4.          9.         22.
  3.         18.         37.         10.         27.        ]";"[ 1.          0.          0.          4.          1.          1.
  1.          1.          0.67355725  0.76765104  0.59543651  0.1143335
  0.8481843   0.61030817  0.65793175  0.19813455 18.         10.
 36.         13.         32.          0.          0.          0.
  0.          0.         37.         14.         22.         16.
 35.         27.         29.          0.          0.         20.
  0.          0.          0.         33.          9.         17.
 31.          6.         15.          0.          7.         30.
 23.          1.         24.          3.         26.        ]";"[ 1.          0.          0.          4.          1.          1.
  1.          1.          0.67355725  0.76765104  0.59543651  0.1143335
  0.8481843   0.61030817  0.65793175  0.19813455  4.         37.
 24.         25.          2.          0.          0.          0.
  0.          0.         30.         21.         23.          5.
 33.         17.         28.          0.         13.         11.
  0.          0.          0.         10.         20.         19.
  0.         18.         16.         12.          9.         32.
 35.         31.         14.          1.         34.        ]";"[ 1.          0.          0.          4.          1.          1.
  1.          1.          0.67355725  0.76765104  0.59543651  0.1143335
  0.8481843   0.61030817  0.65793175  0.19813455 20.         15.
 34.         12.         25.          0.          0.          0.
  0.          0.         30.         27.          6.         19.
 10.         11.         26.          0.          0.         13.
  0.          0.          0.         16.         33.          8.
 18.          1.         22.         31.          5.         36.
 37.          2.         21.          9.         14.        ]";"[ 1.          0.          0.          4.          1.          1.
  1.          1.          0.67355725  0.76765104  0.59543651  0.1143335
  0.8481843   0.61030817  0.65793175  0.19813455  1.         31.
  2.         32.          6.          0.          0.          0.
  0.          0.          3.         36.         27.         26.
 14.         15.         29.         25.          0.         30.
  0.          0.          0.          8.         33.         19.
 35.         21.          7.         34.         24.          4.
 23.         10.         18.         28.          5.        ]"
"[ 3.          4.          3.          3.          1.          1.
  1.          1.          0.94716172  0.35550172  0.93297087  0.35420938
  0.55449008  0.95676682  0.75076905  0.17512449 29.          0.
  0.          0.          0.          0.          0.          0.
 31.         23.         24.         11.          3.         14.
  1.         25.          6.         37.         12.          9.
 30.         22.         10.          4.          0.          0.
  0.          0.          0.          0.         36.         33.
 26.          0.         16.         17.          0.        ]";"[ 3.          4.          3.          3.          1.          1.
  1.          1.          0.94716172  0.35550172  0.93297087  0.35420938
  0.55449008  0.95676682  0.75076905  0.17512449 11.          0.
  0.          0.          0.          0.          0.          0.
 31.         30.         12.          5.         19.         23.
  8.         28.         32.         14.         15.         24.
  0.         16.         22.         10.          0.          0.
  0.          0.          0.         26.         37.         20.
 21.          7.          0.          0.         18.        ]";"[ 3.          4.          3.          3.          1.          1.
  1.          1.          0.94716172  0.35550172  0.93297087  0.35420938
  0.55449008  0.95676682  0.75076905  0.17512449 32.          0.
  0.          0.          0.          0.          0.          0.
  0.         27.         34.         36.         18.         10.
 13.         33.          9.         20.         17.         31.
 37.          6.         29.         15.          0.          0.
  0.          0.          0.          4.          2.         16.
 35.         14.         28.          3.          0.        ]";"[ 3.          4.          3.          3.          1.          1.
  1.          1.          0.94716172  0.35550172  0.93297087  0.35420938
  0.55449008  0.95676682  0.75076905  0.17512449  2.          0.
  0.          0.          0.          0.          0.          0.
 13.         28.          5.         24.          4.         37.
 25.         30.         10.         20.         19.         11.
  0.         18.          3.          0.          0.          0.
  0.          0.          7.         32.         17.         33.
  0.          0.         21.          0.          0.        ]";"[ 3.          4.          3.          3.          1.          1.
  1.          1.          0.94716172  0.35550172  0.93297087  0.35420938
  0.55449008  0.95676682  0.75076905  0.17512449 25.          0.
  0.          0.          0.          0.          0.          0.
  0.          4.          2.         34.         20.         15.
 12.         16.         33.          8.         13.         18.
  1.         22.         14.          0.          0.          0.
  0.          0.          0.         19.         11.         26.
 10.          0.         30.         37.         21.        ]";"[ 3.          4.          3.          3.          1.          1.
  1.          1.          0.94716172  0.35550172  0.93297087  0.35420938
  0.55449008  0.95676682  0.75076905  0.17512449  6.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         27.          2.          1.         31.
 32.         26.          8.         33.         19.         35.
 21.          7.         25.         30.         28.          0.
  0.          0.          0.          0.          0.          5.
 14.         15.         17.          0.         23.        ]"
