1155668981712.632 0.0 10332199.02029032
The number of function calls was 6500, in 135.96 seconds
612894477952.7013 0.0 12272000.0
65
1750838031180.0;0.0;0.0
1946999093347.3403;28125258.377854295;6967625.376113366
612894477952.7013;3503617385.067789;11732508.549047565
785093478957.1996;3509747480.689;12272000.0
644491576284.997;3632392247.801524;11823403.076870278
1268348321988.0874;1024016611.6932937;8208777.476590184
1692136797394.456;59431183.3520599;1168900.1109509594
1721929587629.9983;83533214.84269866;2709614.1327737654
1157574530047.3445;2038640411.0493026;11521957.963931499
1784292418342.578;281171.2;552351.3402183194
1460996642629.1533;414993855.23681617;8534305.82407172
1185845364576.8547;1505979069.64416;10713222.334446354
954711529597.1794;2212030995.3978987;11245701.94794907
1330888510032.295;1057094343.4802624;9793578.292443845
1619138968419.014;195829708.1185;3484930.245
883585405263.4492;2740969201.671414;11786035.36494684
1297104514475.6077;882938379.5558597;9368451.250020284
1700390578999.7305;102555330.50999999;2216060.84
1554047658147.1704;350004634.0558049;8328603.6577204615
1889685164554.3613;28141787.80180489;6814639.026528694
1607060441845.3613;273527348.97568274;7818907.860929393
1452483341101.3384;391454415.48469996;5281946.331388838
1537461273959.383;320609639.09986424;5921178.900141244
994611790236.7189;2157329127.8592224;11220306.024165202
1286024990890.6946;1133467585.8377657;10158343.402897317
1488362598579.7336;459879281.23845476;8727276.533616204
1116593855112.0615;1453112951.8023403;10561081.749491675
1096348185130.8453;1642032962.8736598;11096399.85214276
1215194960323.0916;1121041713.1100001;7610000.0
1669371659348.1199;120391981.59941463;1410043.3705317234
748259139621.0931;2627010829.8435073;10608389.275645345
1430229617301.8977;517424811.08878994;6456577.99851975
1058526805991.4587;1285493830.89546;7992646.640397635
1400555383864.035;843518727.9545594;9589876.511275642
1027654116193.798;1965590497.9126227;11041229.002034632
1054622626239.4729;1589358797.7567656;9918516.900306886
1539844461774.1038;710463966.4460446;9734779.667139584
1591505958100.0146;260598677.60221386;7178023.089743325
1930563583363.6064;12812304.45;3206377.2805
975563456530.2792;1738161235.8434427;10031792.832011115
1843772694629.2205;242903.40000000002;270643.7624085136
917855622867.4661;2432795007.002285;11423222.334446354
1169116161186.622;1234146316.9195611;9808881.336054545
1113645915294.2488;1338783510.9659855;9224632.161801722
1780292100674.3953;2326110220.8432574;11734870.935076283
1386396587876.5037;957540443.196934;9544924.190336775
1812590693247.8726;8400000.0;1780000.0
1359455477267.638;1271796995.1309996;10747551.151948689
1415220666324.0112;536371156.47600013;5543000.0
1387993742545.743;641558419.7926998;8756774.796277776
1228631846016.5027;1102449836.3338242;9049110.715969222
1452448383365.288;556442350.6826296;8900176.642786067
684629287021.0211;3249597468.0916195;11499461.555759588
1762144855346.8442;228323584.2570949;6507841.672074372
1218727455675.611;971923171.046091;7439234.795323184
1805453973899.8054;46561006.373500004;2090280.665
1229954091819.2065;1318051937.4275546;10318351.488868926
1902672786321.568;17260194.981317848;4789840.147689693
1412080039983.3513;603274122.6400001;4690000.0
1361550464625.3738;609075808.1495391;4908769.644050707
1822894681473.7043;130272361.85514815;7335109.498480739
1292880513107.9768;781710297.7053201;8726632.161801722
931112746172.6455;2278216304.313148;11337958.31992502
1574017679430.4426;248578708.07046193;3766973.097238755
1439216157223.8015;754655569.0324483;9303021.142792687
1707590072990.7925;184383728.90392172;6194374.457557267
1852764624466.8958;19662982.07105475;5016972.290989671
1052157328903.0795;1916008295.3120322;10411131.588438895
1087551108392.3643;1733370658.5539062;11130596.099642761
897762375091.0227;2108989726.48302;10301792.69318337
1508125102422.1584;325733357.53642964;5630385.112576098
1791403146637.078;994007.2452673622;1633986.4561159315
795550189952.5598;3147171571.465889;11917293.087767515
1867679738971.9473;25963067.791127358;6226109.930429362
695885305159.6072;3298970985.9861436;11688116.133531237
718151638558.6909;3419288492.202916;12010287.669873103
630577571336.8278;3362916025.860262;11640649.890215995
928795683253.593;1871002736.3919072;10081180.989068964
1630474950313.0906;176904603.144;4040836.705
737585385171.3151;3603532986.988441;12199290.823779503
1649971256158.2463;1782163518.387608;11206885.166696792
690191704764.9863;3559499585.383525;12016371.220021382
906326822646.5944;2300972362.1169615;10925490.39753008
1077257781515.1737;1817447680.3828785;11169539.219602646
1022741650660.5117;1834262122.7100344;10293802.425083773
801532012875.8324;3471867870.3287625;12111428.584648289
837643503641.6295;2824078604.7126336;11336974.969194354
1800480236737.998;134984524.10586318;3232521.1313700126
1049320574580.1074;1453641714.8141108;9474965.107940417
1576320774551.91;236007156.84800002;3947000.0
790741674951.032;2929013996.677337;11809386.87675562
1766204845766.9443;49861412.83200001;136849.78999999998
825882656680.2406;2554367274.577204;10732381.410507938
1175205511889.1555;1393631009.2305381;10374840.589362677
1737130635122.473;86681088.7686738;2971747.227531051
1652039889572.1318;154852319.99421263;3787230.7428059927
868820616857.9119;2463625939.5207105;9459161.91019186
893064656042.4473;2505473358.9227943;11389697.15078755
655784581859.9856;3349685001.2402396;11828132.55629213
1861035579755.056;19235287.400902446;4497520.436215915
