deposito (linha) x cliente (coluna);;;;;;;;;;;;;;;;;;;;;;;;;;;;
#tipo transporte1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;0;1719;1263;1771;1771;2706;2626;2596;2598;2221;2413;2472;2334;2419;2258;2365;2423;2276;2257;2186;2257;2373;2269;2170;2669;3514;3465;513
1949;1771;291;806;0;800;1821;2331;2371;2311;2716;2704;2577;2693;2711;2671;1837;2169;1918;1975;2143;2181;1828;2192;2092;3284;3835;3786;0
2153;2186;2436;2414;2143;1439;668;415;434;508;530;569;448;566;582;543;359;329;238;219;0;236;357;221;155;1227;1702;1653;583
3481;3514;4127;4311;3835;3131;2152;1486;1455;1617;1314;1250;1332;1200;1174;1276;2002;1664;1880;1862;1702;1784;1977;1755;1771;903;0;60;80
#tipo transporte2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;0;1641;1704;2801;3910;3587;3115;3151;3243;3632;3393;3287;3501;3511;3578;3124;3261;3044;2982;2762;3066;3137;3030;2910;1E+27;4941;4861;513
3026;2801;1160;1097;0;1098;3405;3293;3329;3330;3810;3571;3465;3679;3689;3756;2982;3079;2862;2800;2876;2884;2955;2848;2728;1E+27;5119;5039;0
2987;2762;4047;3984;2876;1778;825;455;491;583;972;733;627;838;851;918;362;669;282;220;0;304;375;268;148;1E+27;2281;2201;583
5166;4941;6290;6227;5119;4021;2941;1826;1790;1954;1680;1760;1654;1443;1559;1945;2478;2040;2398;2463;2281;2254;2491;2271;2391;1E+27;0;80;80
